extended,vicinity,multiple,success,suicide,attacktype1,targtype1,target1,individual,weaptype1,nkill,property,ishostkid,gname
0,0,0.0,1,0,3,2,1533,0,6,0.0,1,0.0,Shining Path (SL)
0,0,0.0,0,0,3,20,6,0,6,0.0,0,0.0,Abu Sayyaf Group (ASG)
0,0,0.0,1,0,2,4,672,0,5,0.0,1,0.0,Liberation Tigers of Tamil Eelam (LTTE)
0,1,1.0,1,0,2,19,56,0,8,0.0,1,0.0,Revolutionary Armed Forces of Colombia (FARC)
0,0,0.0,1,0,1,2,485,0,9,1.0,-9,1.0,Communist Party of India - Maoist (CPI-Maoist)
0,0,0.0,1,0,2,1,1236,0,5,3.0,1,0.0,National Liberation Army of Colombia (ELN)
0,0,0.0,1,0,3,2,125,0,6,0.0,1,0.0,African National Congress (South Africa)
0,0,0.0,1,0,7,1,1353,0,5,0.0,1,0.0,Nicaraguan Democratic Force (FDN)
0,0,0.0,1,0,3,3,349,0,6,2.0,1,0.0,Basque Fatherland and Freedom (ETA)
0,0,0.0,1,0,5,14,1265,0,5,0.0,1,1.0,New People's Army (NPA)
0,0,0.0,0,0,1,2,408,0,8,0.0,0,0.0,Basque Fatherland and Freedom (ETA)
0,0,0.0,1,0,3,21,1540,0,6,1.0,1,0.0,Shining Path (SL)
0,0,0.0,0,0,3,14,1391,0,6,0.0,1,0.0,Palestinians
0,0,0.0,1,0,3,4,0,0,6,0.0,-9,0.0,Houthi extremists (Ansar Allah)
0,0,0.0,1,0,3,14,906,0,6,0.0,1,0.0,Kurdistan Workers' Party (PKK)
0,0,1.0,1,0,2,14,13,0,5,2.0,0,0.0,Fulani extremists
0,0,0.0,1,0,3,15,192,0,6,0.0,0,0.0,Al-Qaida in Iraq
0,0,0.0,1,0,3,1,120,0,6,0.0,1,0.0,African National Congress (South Africa)
0,0,0.0,1,1,3,4,273,0,6,1.0,0,0.0,Al-Qaida in the Arabian Peninsula (AQAP)
0,0,1.0,1,1,3,1,203,0,6,20.0,1,0.0,Al-Qaida in Iraq
0,0,0.0,1,0,1,2,1630,0,5,2.0,0,0.0,Sikh Extremists
0,0,0.0,1,0,3,3,1030,0,6,0.0,1,0.0,Manuel Rodriguez Patriotic Front (FPMR)
0,0,1.0,1,0,7,6,425,0,9,0.0,1,0.0,Kurdistan Workers' Party (PKK)
0,0,1.0,0,0,2,1,268,0,5,0.0,0,0.0,Al-Qaida in the Arabian Peninsula (AQAP)
0,1,0.0,1,0,3,19,1357,0,5,3.0,1,0.0,Nicaraguan Democratic Force (FDN)
0,0,0.0,1,0,1,8,919,0,5,4.0,0,0.0,Kurdistan Workers' Party (PKK)
0,0,1.0,0,0,3,18,43,0,6,0.0,0,0.0,Abu Sayyaf Group (ASG)
0,0,0.0,1,0,3,2,495,0,6,0.0,1,0.0,Communist Party of India - Maoist (CPI-Maoist)
0,0,0.0,1,0,7,1,1268,0,8,0.0,1,0.0,New People's Army (NPA)
0,0,0.0,1,0,3,1,635,0,6,0.0,1,0.0,Irish Republican Army (IRA)
0,1,0.0,1,0,3,2,1122,0,6,0.0,1,0.0,Maoists
0,0,1.0,1,0,3,10,1804,0,5,0.0,1,0.0,Tupac Amaru Revolutionary Movement (MRTA)
0,0,0.0,0,1,3,4,48,0,6,15.0,0,0.0,Islamic State of Iraq and the Levant (ISIL)
1,0,0.0,1,0,6,1,1496,0,5,0.0,0,1.0,Revolutionary Armed Forces of Colombia (FARC)
0,0,0.0,1,0,2,3,1140,0,8,3.0,1,0.0,Taliban
0,0,0.0,1,0,3,3,486,0,6,1.0,-9,0.0,Communist Party of India - Maoist (CPI-Maoist)
0,0,0.0,1,0,2,14,447,0,6,0.0,-9,0.0,Houthi extremists (Ansar Allah)
0,0,0.0,1,0,2,4,678,0,5,1.0,1,0.0,Nicaraguan Democratic Force (FDN)
0,0,1.0,1,0,3,2,403,0,6,0.0,1,0.0,Corsican National Liberation Front (FLNC)
0,0,0.0,1,0,1,1,1633,0,5,1.0,0,0.0,Sikh Extremists
0,0,0.0,1,0,3,4,769,0,6,0.0,1,0.0,Houthi extremists (Ansar Allah)
0,0,0.0,1,0,3,19,650,0,6,2.0,1,0.0,Donetsk People's Republic
0,0,0.0,1,0,3,21,674,0,6,0.0,1,0.0,Farabundo Marti National Liberation Front (FMLN)
0,0,0.0,1,0,3,4,108,0,6,0.0,1,0.0,African National Congress (South Africa)
0,0,0.0,1,0,3,14,890,0,6,2.0,-9,0.0,Islamic State of Iraq and the Levant (ISIL)
0,0,0.0,1,0,3,14,190,0,6,0.0,1,0.0,Al-Qaida in Iraq
0,0,1.0,1,0,7,14,27,0,8,2.0,1,0.0,Fulani extremists
0,0,0.0,1,0,1,14,784,0,5,1.0,0,0.0,Irish Republican Army (IRA)
0,1,0.0,1,0,2,19,296,0,5,5.0,1,0.0,Al-Shabaab
0,0,0.0,0,1,3,1,888,0,6,0.0,0,0.0,Islamic State of Iraq and the Levant (ISIL)
0,0,0.0,1,0,3,4,787,0,6,1.0,1,0.0,Irish Republican Army (IRA)
0,0,0.0,1,0,3,19,395,0,6,0.0,1,0.0,Basque Fatherland and Freedom (ETA)
0,0,0.0,1,0,2,4,369,0,5,0.0,1,0.0,Basque Fatherland and Freedom (ETA)
0,0,0.0,1,0,2,14,1732,0,5,1.0,0,0.0,Tehrik-i-Taliban Pakistan (TTP)
0,0,0.0,1,0,2,3,1480,0,5,0.0,1,0.0,Revolutionary Armed Forces of Colombia (FARC)
0,0,0.0,1,0,3,21,97,0,6,1.0,1,0.0,African National Congress (South Africa)
0,0,0.0,1,0,2,3,507,0,5,5.0,0,0.0,Communist Party of India - Maoist (CPI-Maoist)
0,0,0.0,1,0,7,1,514,0,5,0.0,1,0.0,Communist Party of India - Maoist (CPI-Maoist)
0,0,1.0,1,0,3,3,872,0,6,0.0,1,0.0,Islamic State of Iraq and the Levant (ISIL)
0,0,0.0,1,0,1,14,817,0,5,1.0,0,0.0,Irish Republican Army (IRA)
0,0,1.0,1,0,2,3,234,0,5,22.0,-9,0.0,Taliban
0,0,0.0,1,0,3,14,1735,0,6,0.0,1,0.0,Tehrik-i-Taliban Pakistan (TTP)
0,0,0.0,1,0,2,4,672,0,5,1.0,1,0.0,Farabundo Marti National Liberation Front (FMLN)
0,0,1.0,1,0,2,8,733,0,5,2.0,-9,0.0,Fulani extremists
0,0,0.0,1,0,2,8,1648,0,5,0.0,1,0.0,Sikh Extremists
0,0,0.0,1,0,1,3,1503,0,5,2.0,0,0.0,Revolutionary Armed Forces of Colombia (FARC)
0,0,1.0,1,0,2,4,1679,0,5,0.0,1,0.0,Taliban
0,0,1.0,1,0,3,10,1804,0,5,0.0,1,0.0,Tupac Amaru Revolutionary Movement (MRTA)
0,0,1.0,1,0,3,1,6,0,6,5.0,1,0.0,Abu Sayyaf Group (ASG)
0,0,0.0,1,0,3,4,250,0,6,45.0,-9,0.0,Boko Haram
0,0,0.0,1,0,2,4,332,0,5,4.0,1,0.0,Kurdistan Workers' Party (PKK)
0,0,0.0,1,0,3,15,1203,0,6,0.0,1,0.0,National Liberation Army of Colombia (ELN)
0,0,0.0,1,0,3,1,590,0,6,0.0,1,0.0,Corsican National Liberation Front (FLNC)
0,0,0.0,1,0,1,7,1158,0,5,3.0,0,0.0,Muslim extremists
0,0,1.0,1,0,2,4,48,0,6,1.0,1,0.0,Taliban
0,0,0.0,1,0,3,8,51,0,6,3.0,-9,0.0,Muslim extremists
0,1,0.0,1,0,3,3,1093,0,6,0.0,0,0.0,Maoists
1,0,0.0,1,0,6,14,545,0,5,0.0,0,1.0,Communist Party of India - Maoist (CPI-Maoist)
0,0,1.0,1,0,3,1,1164,0,6,0.0,0,0.0,Muslim extremists
0,0,0.0,1,0,3,1,37,0,6,0.0,-9,0.0,Abu Sayyaf Group (ASG)
0,0,1.0,1,0,2,3,20,0,5,4.0,0,0.0,Al-Qaida in Iraq
0,0,0.0,1,0,3,21,1228,0,6,0.0,1,0.0,National Liberation Army of Colombia (ELN)
0,0,1.0,1,0,3,21,231,0,6,0.0,1,0.0,Al-Qaida in the Arabian Peninsula (AQAP)
0,1,0.0,1,0,3,4,882,0,6,0.0,1,0.0,Islamic State of Iraq and the Levant (ISIL)
0,0,0.0,1,0,2,3,282,0,5,0.0,-9,0.0,Muslim extremists
0,0,1.0,1,0,3,1,1037,0,6,0.0,1,0.0,Manuel Rodriguez Patriotic Front (FPMR)
0,0,0.0,1,0,2,4,672,0,5,75.0,1,0.0,Nicaraguan Democratic Force (FDN)
0,0,0.0,1,0,3,14,447,0,6,1.0,-9,0.0,Houthi extremists (Ansar Allah)
0,0,0.0,1,0,2,4,672,0,5,34.0,1,0.0,Nicaraguan Democratic Force (FDN)
