extended,latitude,longitude,vicinity,multiple,success,suicide,attacktype1,targtype1,target1,individual,weaptype1,nkill,property,ishostkid,gname
-0.21277772073079174,-1.5052441886323646,-1.4936503297631873,-0.3044561807157291,-0.516324338865423,0.29636087588403043,-0.2191062084766979,-0.6321472785103889,0.0007344565834739627,1.621367457060946,-0.0447213595499958,-0.8618476420727357,-0.1969856354031939,0.4508166838231684,-0.08524332905357743,Shining Path (SL)
-0.21277772073079174,-1.408515685730765,-1.5506234123695866,-0.3044561807157291,-0.516324338865423,0.29636087588403043,-0.2191062084766979,0.06837425772872821,-1.0724902260178257,-0.004823516948912045,-0.0447213595499958,-0.8618476420727357,-0.28911147282396416,0.4508166838231684,-0.08524332905357743,Tupac Amaru Revolutionary Movement (MRTA)
-0.21277772073079174,0.84573268799761,0.40429621779368896,-0.3044561807157291,-0.516324338865423,0.29636087588403043,-0.2191062084766979,0.06837425772872821,0.9206413273845879,-0.27852123279319413,-0.0447213595499958,0.25952794208111574,0.07939187685911686,0.4508166838231684,-0.08524332905357743,Islamic State of Iraq and the Levant (ISIL)
-0.21277772073079174,1.4478494012726482,0.29988767282500023,-0.3044561807157291,-0.516324338865423,0.29636087588403043,-0.2191062084766979,0.06837425772872821,0.9206413273845879,-0.24297607489133932,-0.0447213595499958,0.25952794208111574,0.1715177142798871,0.4508166838231684,-0.08524332905357743,Donetsk People's Republic
4.69974016342251,-0.1059408810352408,0.40377112842300295,-0.3044561807157291,-0.516324338865423,0.29636087588403043,-0.2191062084766979,2.1699388664460795,-0.6125367906172687,-1.10094732374736,-0.0447213595499958,-0.8618476420727357,0.4478952265421978,-2.87088577364293,1.8170688248814912,Al-Qaida in the Arabian Peninsula (AQAP)
-0.21277772073079174,1.750740120837651,-0.41556162259909135,-0.3044561807157291,-0.516324338865423,0.29636087588403043,-0.2191062084766979,-1.3326688147495058,0.9206413273845879,0.29553306732176116,-0.0447213595499958,-0.8618476420727357,-0.1969856354031939,0.11864643807655854,-0.08524332905357743,Irish Republican Army (IRA)
-0.21277772073079174,-1.4045395947334358,-1.5482463037958267,-0.3044561807157291,-0.516324338865423,0.29636087588403043,-0.2191062084766979,-0.6321472785103889,1.6872303863855163,2.109224749263903,-0.0447213595499958,2.5022791103888187,-0.28911147282396416,0.4508166838231684,-0.08524332905357743,Tupac Amaru Revolutionary Movement (MRTA)
-0.21277772073079174,-0.5262149746035659,-1.4609219763923746,-0.3044561807157291,-0.516324338865423,0.29636087588403043,-0.2191062084766979,-0.6321472785103889,-0.7658546024174544,-0.8814559737034066,-0.0447213595499958,-0.8618476420727357,0.7242727388045086,0.4508166838231684,-0.08524332905357743,National Liberation Army of Colombia (ELN)
-0.21277772073079174,0.9674861650312517,0.35413293225772186,-0.3044561807157291,-0.516324338865423,0.29636087588403043,-0.2191062084766979,-0.6321472785103889,0.9206413273845879,0.5185789331559002,-0.0447213595499958,-0.8618476420727357,-0.1969856354031939,0.11864643807655854,-0.08524332905357743,Kurdistan Workers' Party (PKK)
-0.21277772073079174,-1.2210919029435325,-1.5812689166056906,-0.3044561807157291,-0.516324338865423,0.29636087588403043,-0.2191062084766979,0.06837425772872821,-0.9191724142176401,2.101227088735986,-0.0447213595499958,0.25952794208111574,-0.28911147282396416,0.4508166838231684,-0.08524332905357743,Tupac Amaru Revolutionary Movement (MRTA)
-0.21277772073079174,-0.4981068955670781,1.7147083331764628,-0.3044561807157291,-0.516324338865423,0.29636087588403043,-0.2191062084766979,0.06837425772872821,0.0007344565834739627,-0.28118711963583326,-0.0447213595499958,0.25952794208111574,1.0927760884875894,0.4508166838231684,-0.08524332905357743,Islamic State of Iraq and the Levant (ISIL)
4.69974016342251,-0.5659245454893553,-1.5298674510052033,-0.3044561807157291,-0.516324338865423,0.29636087588403043,-0.2191062084766979,2.1699388664460795,0.9206413273845879,1.4934048886142686,-0.0447213595499958,-0.8618476420727357,-0.28911147282396416,0.11864643807655854,1.8170688248814912,Revolutionary Armed Forces of Colombia (FARC)
-0.21277772073079174,0.6980143841948465,0.2594780350987758,-0.3044561807157291,-0.516324338865423,0.29636087588403043,-0.2191062084766979,-0.6321472785103889,-0.6125367906172687,-1.1045018395375454,-0.0447213595499958,-0.8618476420727357,-0.28911147282396416,0.4508166838231684,-0.08524332905357743,Palestinians
-0.21277772073079174,1.1921950671717254,-0.16560627705903713,-0.3044561807157291,1.9367671146345948,0.29636087588403043,-0.2191062084766979,0.06837425772872821,0.9206413273845879,-0.013265491950602564,-0.0447213595499958,0.25952794208111574,-0.28911147282396416,0.4508166838231684,-0.08524332905357743,Corsican National Liberation Front (FLNC)
-0.21277772073079174,-1.402213396412834,-1.521418859673082,-0.3044561807157291,-0.516324338865423,0.29636087588403043,-0.2191062084766979,-1.3326688147495058,0.9206413273845879,1.6986781754974802,-0.0447213595499958,-0.8618476420727357,0.07939187685911686,0.11864643807655854,-0.08524332905357743,Shining Path (SL)
-0.21277772073079174,0.6791826930327606,0.8090058060200865,-0.3044561807157291,-0.516324338865423,0.29636087588403043,-0.2191062084766979,-0.6321472785103889,-0.6125367906172687,0.8211570897954393,-0.0447213595499958,0.25952794208111574,-0.012733960561653386,0.11864643807655854,-0.08524332905357743,Tehrik-i-Taliban Pakistan (TTP)
