extended,vicinity,multiple,success,suicide,attacktype1,targtype1,target1,individual,weaptype1,nkill,property,ishostkid,gname
0,0,0.0,0,0,1,2,3121,0,6,3.0,0,0.0,Taliban
0,0,0.0,1,0,3,3,175,0,6,0.0,1,0.0,Revolutionary Armed Forces of Colombia (FARC)
0,0,0.0,1,0,3,16,1026,0,6,0.0,1,0.0,Communist Party of India - Maoist (CPI-Maoist)
0,0,0.0,1,0,3,14,1460,0,6,1.0,1,0.0,Irish Republican Army (IRA)
0,0,0.0,1,0,6,2,2027,0,5,0.0,0,1.0,Maoists
0,0,0.0,1,0,1,3,766,0,5,1.0,0,0.0,Basque Fatherland and Freedom (ETA)
0,0,0.0,1,0,1,2,2989,0,5,2.0,0,0.0,Sikh Extremists
0,0,1.0,0,0,3,20,2244,0,6,0.0,1,0.0,National Liberation Army of Colombia (ELN)
0,0,0.0,1,0,3,4,427,0,6,0.0,-9,0.0,Kurdistan Workers' Party (PKK)
0,0,1.0,1,0,2,3,85,0,5,0.0,1,0.0,New People's Army (NPA)
0,0,0.0,1,0,2,4,1245,0,5,25.0,1,0.0,Shining Path (SL)
0,0,0.0,1,0,3,21,2197,0,6,0.0,1,0.0,National Liberation Army of Colombia (ELN)
0,0,0.0,0,0,1,2,2733,0,5,0.0,-9,0.0,Revolutionary Armed Forces of Colombia (FARC)
0,1,0.0,1,0,2,4,1187,0,6,0.0,-9,0.0,Donetsk People's Republic
0,0,0.0,1,0,2,14,947,0,9,1.0,0,0.0,Communist Party of India - Maoist (CPI-Maoist)
0,0,0.0,1,0,3,3,85,0,6,5.0,-9,0.0,Houthi extremists (Ansar Allah)
0,0,0.0,1,0,3,14,1664,0,6,1.0,-9,0.0,Kurdistan Workers' Party (PKK)
0,0,0.0,1,0,2,4,1235,0,5,3.0,1,0.0,Farabundo Marti National Liberation Front (FMLN)
0,0,1.0,1,0,3,4,162,0,6,2.0,1,0.0,Islamic State of Iraq and the Levant (ISIL)
0,0,0.0,1,0,3,4,1187,0,6,0.0,-9,0.0,Donetsk People's Republic
0,0,0.0,1,0,3,21,1286,0,6,0.0,1,0.0,Manuel Rodriguez Patriotic Front (FPMR)
0,0,0.0,1,0,1,2,581,0,9,1.0,0,0.0,Al-Shabaab
0,0,0.0,1,0,3,14,27,0,6,0.0,-9,0.0,Donetsk People's Republic
0,0,1.0,1,0,1,14,2977,0,5,1.0,0,0.0,Sikh Extremists
0,0,0.0,1,0,2,4,851,0,5,4.0,0,0.0,Boko Haram
0,0,0.0,1,0,3,7,3251,0,6,2.0,0,0.0,Tehrik-i-Taliban Pakistan (TTP)
0,0,1.0,1,0,3,3,527,0,6,0.0,1,0.0,Al-Shabaab
1,0,0.0,1,0,6,1,64,0,5,0.0,0,1.0,Abu Sayyaf Group (ASG)
0,0,0.0,1,0,2,14,2018,0,5,1.0,0,0.0,Maoists
0,0,0.0,1,0,3,3,820,0,6,0.0,1,0.0,Irish Republican Army (IRA)
0,0,0.0,1,0,3,2,3400,0,6,1.0,1,0.0,Tupac Amaru Revolutionary Movement (MRTA)
0,0,0.0,1,0,2,3,1904,0,5,0.0,1,0.0,Manuel Rodriguez Patriotic Front (FPMR)
0,1,0.0,1,0,3,3,912,0,6,3.0,0,0.0,Communist Party of India - Maoist (CPI-Maoist)
0,0,0.0,1,0,3,8,51,0,6,3.0,-9,0.0,Muslim extremists
0,0,0.0,1,0,2,22,412,0,5,3.0,1,0.0,Liberation Tigers of Tamil Eelam (LTTE)
0,0,0.0,1,0,2,4,537,0,5,4.0,1,0.0,New People's Army (NPA)
0,0,1.0,1,0,2,14,27,0,5,50.0,1,0.0,Fulani extremists
0,0,0.0,1,0,2,1,3234,0,5,0.0,0,0.0,Tehrik-i-Taliban Pakistan (TTP)
0,1,0.0,1,0,3,19,1017,0,6,36.0,1,0.0,Communist Party of India - Maoist (CPI-Maoist)
0,0,0.0,1,0,2,3,93,0,6,2.0,1,0.0,Al-Qaida in the Arabian Peninsula (AQAP)
0,0,0.0,1,0,3,4,1437,0,6,5.0,1,0.0,Liberation Tigers of Tamil Eelam (LTTE)
0,0,0.0,1,0,3,3,1236,0,5,2.0,1,0.0,Farabundo Marti National Liberation Front (FMLN)
0,0,0.0,1,0,6,3,3225,0,5,0.0,0,1.0,Tehrik-i-Taliban Pakistan (TTP)
0,0,0.0,1,0,3,14,1218,0,6,4.0,-9,0.0,Taliban
0,0,0.0,1,0,3,2,1188,0,6,1.0,1,0.0,Donetsk People's Republic
0,0,0.0,1,0,3,3,1921,0,6,0.0,1,0.0,Manuel Rodriguez Patriotic Front (FPMR)
0,1,1.0,1,0,2,14,27,0,5,0.0,1,0.0,Fulani extremists
0,0,0.0,1,0,3,4,570,0,6,0.0,1,0.0,Al-Shabaab
0,0,1.0,1,0,2,14,27,0,5,1.0,0,0.0,Fulani extremists
0,0,0.0,1,1,3,3,407,0,6,61.0,1,0.0,Al-Qaida in Iraq
0,0,0.0,1,0,3,21,1498,0,6,0.0,1,0.0,Irish Republican Army (IRA)
0,0,0.0,1,1,3,4,488,0,6,13.0,0,0.0,Al-Qaida in the Arabian Peninsula (AQAP)
