extended,vicinity,multiple,success,suicide,attacktype1,targtype1,target1,individual,weaptype1,nkill,property,ishostkid,gname
0,0,0.0,1,0,2,8,6147,0,5,1.0,1,0.0,Shining Path (SL)
0,0,0.0,1,0,3,1,2487,0,5,0.0,1,0.0,Tupac Amaru Revolutionary Movement (MRTA)
0,0,0.0,1,0,3,14,1871,0,6,4.0,1,0.0,Islamic State of Iraq and the Levant (ISIL)
0,0,0.0,1,0,3,14,1951,0,6,5.0,1,0.0,Donetsk People's Republic
1,0,0.0,1,0,6,4,20,0,5,8.0,-9,1.0,Al-Qaida in the Arabian Peninsula (AQAP)
0,0,0.0,1,0,1,14,3163,0,5,1.0,0,0.0,Irish Republican Army (IRA)
0,0,0.0,1,0,2,19,7245,0,8,0.0,1,0.0,Tupac Amaru Revolutionary Movement (MRTA)
0,0,0.0,1,0,2,3,514,0,5,11.0,1,0.0,National Liberation Army of Colombia (ELN)
0,0,0.0,1,0,2,14,3665,0,5,1.0,0,0.0,Kurdistan Workers' Party (PKK)
0,0,0.0,1,0,3,2,7227,0,6,0.0,1,0.0,Tupac Amaru Revolutionary Movement (MRTA)
0,0,0.0,1,0,3,8,1865,0,6,15.0,1,0.0,Islamic State of Iraq and the Levant (ISIL)
1,0,0.0,1,0,6,14,5859,0,5,0.0,0,1.0,Revolutionary Armed Forces of Colombia (FARC)
0,0,0.0,1,0,2,4,12,0,5,0.0,1,0.0,Palestinians
0,0,1.0,1,0,3,14,2468,0,6,0.0,1,0.0,Corsican National Liberation Front (FLNC)
0,0,0.0,1,0,1,14,6321,0,5,4.0,0,0.0,Shining Path (SL)
0,0,0.0,1,0,2,4,4346,0,6,3.0,0,0.0,Tehrik-i-Taliban Pakistan (TTP)
0,0,0.0,1,0,6,10,3019,0,5,0.0,0,1.0,Houthi extremists (Ansar Allah)
0,0,0.0,1,1,1,2,6797,0,6,2.0,0,0.0,Taliban
0,0,1.0,1,0,1,8,7296,0,5,1.0,0,0.0,Tupac Amaru Revolutionary Movement (MRTA)
0,0,1.0,1,0,2,14,27,0,5,2.0,0,0.0,Fulani extremists
0,0,0.0,1,0,1,1,2709,0,6,0.0,1,0.0,Farabundo Marti National Liberation Front (FMLN)
0,0,0.0,1,0,3,11,5358,0,5,1.0,1,0.0,Nicaraguan Democratic Force (FDN)
0,1,0.0,0,0,2,14,27,0,5,0.0,0,0.0,Boko Haram
0,1,0.0,1,0,2,4,238,0,5,2.0,1,0.0,Abu Sayyaf Group (ASG)
1,0,0.0,1,0,2,14,6899,0,5,4.0,0,1.0,Tehrik-i-Taliban Pakistan (TTP)
0,0,1.0,1,0,3,1,1557,0,6,0.0,1,0.0,Corsican National Liberation Front (FLNC)
0,0,0.0,0,0,1,14,5531,0,9,0.0,0,0.0,Palestinians
0,0,0.0,1,0,1,14,985,0,5,5.0,1,0.0,Al-Qaida in the Arabian Peninsula (AQAP)
0,0,0.0,1,0,3,22,2176,0,6,0.0,-9,0.0,Communist Party of India - Maoist (CPI-Maoist)
0,0,0.0,1,0,2,4,3631,0,5,1.0,0,0.0,Kurdistan Workers' Party (PKK)
0,1,0.0,1,0,2,14,5601,0,5,0.0,0,0.0,Palestinians
0,0,0.0,1,0,2,4,6924,0,5,3.0,1,0.0,Tehrik-i-Taliban Pakistan (TTP)
0,0,0.0,1,0,2,3,20,0,5,1.0,1,0.0,Tehrik-i-Taliban Pakistan (TTP)
0,0,0.0,1,0,2,22,595,0,5,20.0,1,0.0,African National Congress (South Africa)
0,0,0.0,1,0,3,21,4835,0,6,0.0,1,0.0,National Liberation Army of Colombia (ELN)
0,0,0.0,1,0,1,3,2432,0,5,1.0,0,0.0,New People's Army (NPA)
0,0,0.0,1,0,3,6,5627,0,6,0.0,1,0.0,Palestinians
0,0,0.0,1,0,3,2,481,0,6,0.0,1,0.0,African National Congress (South Africa)
1,1,0.0,1,0,6,14,1270,0,5,1.0,1,1.0,Al-Shabaab
0,0,0.0,1,0,2,3,6402,0,5,1.0,1,0.0,Tupac Amaru Revolutionary Movement (MRTA)
0,0,0.0,1,0,2,3,4392,0,5,2.0,0,0.0,Maoists
0,0,0.0,1,0,3,3,330,0,6,1.0,1,0.0,Kurdistan Workers' Party (PKK)
0,0,0.0,1,0,3,2,5432,0,5,2.0,1,0.0,Nicaraguan Democratic Force (FDN)
0,0,0.0,1,0,2,4,2685,0,5,10.0,1,0.0,Tupac Amaru Revolutionary Movement (MRTA)
0,0,0.0,1,0,1,2,1235,0,5,1.0,0,0.0,Al-Shabaab
0,0,0.0,0,0,6,4,268,0,9,0.0,0,0.0,Muslim extremists
0,0,0.0,1,0,1,14,3146,0,5,1.0,0,0.0,Irish Republican Army (IRA)
0,0,1.0,1,0,3,4,48,0,6,1.0,0,0.0,Kurdistan Workers' Party (PKK)
0,0,0.0,1,0,2,14,6243,0,5,1.0,1,0.0,Shining Path (SL)
0,0,1.0,1,0,3,3,767,0,6,7.0,-9,0.0,Al-Qaida in Iraq
0,0,0.0,1,0,7,19,4391,0,11,0.0,1,0.0,Maoists
0,0,1.0,1,0,3,1,755,0,6,4.0,1,0.0,Al-Qaida in Iraq
0,0,0.0,1,0,2,14,4850,0,5,1.0,1,1.0,National Liberation Army of Colombia (ELN)
0,0,0.0,1,0,2,3,514,0,5,4.0,1,0.0,Sikh Extremists
0,0,0.0,1,0,3,21,4800,0,6,0.0,1,0.0,Revolutionary Armed Forces of Colombia (FARC)
0,0,0.0,1,0,2,14,2781,0,5,1.0,1,0.0,Farabundo Marti National Liberation Front (FMLN)
0,0,0.0,1,0,3,2,3946,0,6,0.0,1,0.0,Liberation Tigers of Tamil Eelam (LTTE)
0,0,0.0,1,0,3,4,167,0,6,0.0,0,0.0,Maoists
0,0,0.0,1,0,3,14,205,0,6,0.0,-9,0.0,Donetsk People's Republic
0,0,0.0,1,0,2,3,12,0,5,1.0,0,0.0,Maoists
0,0,0.0,1,0,3,3,172,0,6,48.0,1,0.0,Taliban
0,0,0.0,1,0,1,4,3186,0,5,1.0,0,0.0,Irish Republican Army (IRA)
0,0,0.0,1,0,2,4,5140,0,5,2.0,-9,0.0,New People's Army (NPA)
0,0,1.0,1,0,2,17,305,0,5,1.0,0,0.0,Kurdistan Workers' Party (PKK)
0,0,0.0,1,0,2,14,6268,0,5,6.0,1,0.0,Shining Path (SL)
0,0,0.0,1,0,3,14,330,0,6,5.0,1,0.0,Al-Qaida in the Arabian Peninsula (AQAP)
0,0,0.0,1,0,3,2,330,0,6,1.0,1,0.0,Al-Shabaab
0,0,0.0,1,0,3,21,6029,0,6,0.0,1,0.0,Revolutionary Armed Forces of Colombia (FARC)
1,0,0.0,1,0,6,2,6777,0,5,1.0,0,1.0,Taliban
0,0,0.0,1,0,3,15,5494,0,6,0.0,1,0.0,Palestinians
0,0,0.0,1,0,6,14,2599,0,9,0.0,0,1.0,Donetsk People's Republic
0,0,0.0,1,1,3,3,767,0,6,12.0,1,0.0,Islamic State of Iraq and the Levant (ISIL)
0,0,1.0,0,0,2,14,27,0,5,0.0,0,0.0,Fulani extremists
